Số ĐKKD/MST,Tên công ty,Địa chỉ,Ngày thành lập,Ngày hoạt động,Trạng thái,Điện thoại,Người đại diện,Loại hình DN,Cập nhật lần cuối
1101980734,CÔNG TY TNHH ENGINEERING CONSTRUCTION ÁNH DƯƠNG,"Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",22/03/2021,22/03/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0938077088,Phạm Việt Thịnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 24/08/2022."
1101980607,CÔNG TY TNHH TƯ VẤN - XÂY DỰNG KIẾN ĐẶNG,"234 Ấp 1, Xã Tân Bửu, Huyện Bến Lức, Long An",22/03/2021,22/03/2021,Đang Hoạt Động,0767771797,Đặng Công Yên,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 23/03/2023."
0311544027-005,CÔNG TY TNHH SAIGON PLASTIC COLOR - CHI NHÁNH LONG AN,"Lô B1-10, Đường Vl2, Kcn Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Long An",19/03/2021,19/03/2021,Ngừng Hoạt Động Nhưng Chưa Hoàn Thành Thủ Tục,02837604517,Tống Phước Huy,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 17/09/2024."
0109482217-001,ĐỊA ĐIỂM KINH DOANH- CÔNG TY CỔ PHẦN TẬP ĐOÀN SƠN SSG,"Tỉnh Lộ 816, Ấp 6, Xã Thạnh Đức, Huyện Bến Lức, Long An",19/03/2021,15/04/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Phạm Ngọc Mạnh,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 08/12/2021."
1101980501,CÔNG TY CỔ PHẦN PHÚ AN HỮU,"Lô B15 - B21, Kcn Phú An Thạnh, Đường Tỉnh 830, Xã An Thạnh, Huyện Bến Lức, Long An",19/03/2021,19/03/2021,Đang Hoạt Động,0903510511,Nguyễn Trí Quang,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 11/01/2024."
1101980519,CÔNG TY TNHH MTV 9009,"Số Nhà 37, Đường Số 10 Khu Dân Cư Mai Thị Non, Khu Phố 2, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",19/03/2021,19/03/2021,Ngừng Hoạt Động Nhưng Chưa Hoàn Thành Thủ Tục,0913893893 - 0903162,Trương Thị Mộng Thu,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/04/2024."
1101980195,CÔNG TY TNHH BAO BÌ NHỰA VINH LONG,"Đường Dt824, Ấp 3, Xã Lương Bình, Huyện Bến Lức, Long An",18/03/2021,18/03/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0903802860,Lưu Ngọc Long,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/05/2022."
0316719626-001,CHI NHÁNH - CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI TRƯỜNG THANH PLASTIC,"Ấp 3, Xã Tân Bửu, Huyện Bến Lức, Long An",17/03/2021,17/03/2021,Ngừng Hoạt Động,N/A,Phan Trương Thiên Thanh,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 28/08/2024."
1101979697,CÔNG TY TNHH LAND STEELSUCCESS,"Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",15/03/2021,15/03/2021,Đang Hoạt Động,0918003003,Nguyễn Thị Ngọc Hạnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 28/10/2021."
1101979672,CÔNG TY TNHH THƯƠNG MẠI- DỊCH VỤ TÂM ĐẠI PHÁT DT,"Số 237 Quốc Lộ 1A, Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",15/03/2021,15/03/2021,Đang Hoạt Động,0942213213,Lương Thị Hồng Diệu,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/03/2021."
1101979619,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI DTV,"Thửa Đất Số 326, Tờ Bản Đồ Số 4, Ấp 6, Xã Mỹ Yên, Huyện Bến Lức, Long An",15/03/2021,15/03/2021,Đang Hoạt Động,0939423456,Nguyễn Quốc Vương,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 21/06/2023."
0312924617-002,CHI NHÁNH CÔNG TY CỔ PHẦN CƠ ĐIỆN THUẬN PHONG THỦY,"Lô C2-2, Đường Vl3, Khu Công Nghiệp Vĩnh Lộc 2, Quốc Lộ 1, Xã Long Hiệp, Huyện Bến Lức, Long An",12/03/2021,12/03/2021,Ngừng Hoạt Động,028-38660330,Hà Tấn Kiệt,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 05/04/2024."
1101971680-001,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ NGUYỄN QUANG PHÚC,"Đường Nguyễn Minh Trung, Xã Thanh Phú, Huyện Bến Lức, Long An",11/03/2021,11/03/2021,Ngừng Hoạt Động Nhưng Chưa Hoàn Thành Thủ Tục,N/A,Nguyễn Quang Phúc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 15/07/2024."
0600309512-002,CHI NHÁNH CÔNG TY CỔ PHẦN HÙNG VƯƠNG,"Ấp 6, Xã Mỹ Yên, Huyện Bến Lức, Long An",11/03/2021,11/03/2021,Đang Hoạt Động,N/A,Hầu Chí Cường,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 21/10/2022."
1101979175,CÔNG TY TNHH BẢO GIA KHANG STEEL .LD,"Số 06-08, Đường Số 14, Kdc Nam Long, Ấp 4, Xã An Thạnh, Huyện Bến Lức, Long An",10/03/2021,10/03/2021,Đang Hoạt Động,0949665979,Huỳnh Ngọc Quí,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 05/04/2024."
1101978968,CÔNG TY TNHH HUYỀN TÂN HƯNG,"Số 3A, Ấp 5, Xã Mỹ Yên, Huyện Bến Lức, Long An",09/03/2021,09/03/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0908924112,Nguyễn Thị Ngọc Huyền,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 18/05/2022."
1101979055,CÔNG TY TNHH CƠ KHÍ HUỲNH THÀNH ĐẠT,"1D/4 Ấp 1A, Xã An Thạnh, Huyện Bến Lức, Long An",09/03/2021,09/03/2021,Đang Hoạt Động,0944058537,Trần Huỳnh Đạt,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 23/03/2021."
0316453711-001,CHI NHÁNH CÔNG TY CỔ PHẦN Ô TÔ KHÁNH NGUYÊN,"128F Ấp Chợ, Xã Phước Lợi, Huyện Bến Lức, Long An",09/03/2021,09/03/2021,Ngừng Hoạt Động,0911 111 022,Nguyễn Bá Hoàng Minh Tuyến,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 02/11/2023."
3600816162-039,CHI NHÁNH LONG HIỆP-CÔNG TY TNHH SÔNG HỒNG TÂN,"Số 69A Quốc Lộ 1, Khu 1, Ấp Long Bình, Xã Long Hiệp, Huyện Bến Lức, Long An",08/03/2021,08/03/2021,Ngừng Hoạt Động,0919005995,Tô Hoàng Dung,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 11/10/2024."
1101978767,CÔNG TY TNHH CƠ KHÍ CNC LASER,"Ấp 5, Xã An Thạnh, Huyện Bến Lức, Long An",05/03/2021,05/03/2021,Đang Hoạt Động,0916164019,Lại Phước Tình,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 31/03/2023."
1101978608,CÔNG TY TNHH NHÀ HÀNG D&T,"Số 19-21, A2 Đường Số 2, Kdc Đường 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",04/03/2021,04/03/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0979986789,Nguyễn Phan Mỹ Ngọc,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/12/2021."
1101978559,CÔNG TY TNHH SẢN XUẤT VÀ GIA CÔNG HOÀNG MỸ,"Số 99A Lô 3, Ấp 5, Xã Mỹ Yên, Huyện Bến Lức, Long An",04/03/2021,04/03/2021,Ngừng Hoạt Động,0903935942,Hoàng Tuấn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 19/12/2022."
1101978598,CÔNG TY TNHH TM SX CƠ KHÍ THÀNH NHÂN LONG AN,"Số 187 Huỳnh Châu Sổ, Khu Phố 5, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",04/03/2021,04/03/2021,Đang Hoạt Động,0977135009,Lê Thị Xuân Nương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/03/2022."
1101978319,"CÔNG TY TRÁCH NHIỆM HỮU HẠN MAY XUẤT NHẬP KHẨU KIM PHÁT CO.,LTD","Ấp 3A, Xã Phước Lợi, Huyện Bến Lức, Long An",03/03/2021,03/03/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0937552159,Nguyễn Thị Thúy Hằng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 15/12/2021."
1101978220,CÔNG TY TNHH NHÔM NHỰA TRUNG PHÁT,"Đường Bà Cua, Ấp 3B, Xã Phước Lợi, Huyện Bến Lức, Long An",02/03/2021,02/03/2021,Đang Hoạt Động,0909486287,Lê Minh Trung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/09/2022."
0316152496-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH BẤT ĐỘNG SẢN 2CS THẠNH HÒA,"Ấp 2, Xã Thạnh Hòa, Huyện Bến Lức, Long An",01/03/2021,15/04/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Lê Việt Hùng,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 08/12/2021."
0314555757-001,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NGỌC BÌNH PHÚ - KHO CHỨA HÀNG,"Số 05, Ấp 1, Xã Tân Bửu, Huyện Bến Lức, Long An",01/03/2021,01/03/2021,Đang Hoạt Động,0911753863,Trương Vĩnh Bình,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/09/2023."
1101977918,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NAM XUÂN PHÁT,"Số 330, Ấp 1, Xã Nhựt Chánh, Huyện Bến Lức, Long An",26/02/2021,26/02/2021,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0907587039,Phạm Nguyễn Huỳnh Linh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/01/2024."
0316708906-001,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT VÀ XÂY DỰNG ĐẠI THÀNH PHÁT,"4B/1 Ấp 3, Xã An Thạnh, Huyện Bến Lức, Long An",25/02/2021,20/02/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0908810190,Phạm Tấn Phát,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 04/10/2023."
1101977675,CÔNG TY TNHH MỘT THÀNH VIÊN GIÁO DỤC CỎ LAU,"Ấp 6, Xã Thạnh Đức, Huyện Bến Lức, Long An",25/02/2021,25/02/2021,Đang Hoạt Động,0789797977,Nguyễn Thị Trọng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/02/2021."
0316722629,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TƯ VẤN ĐẦU TƯ BẤT ĐỘNG SẢN THANH THẢO,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",25/02/2021,25/02/2021,Ngừng Hoạt Động,0903 667 633,Nguyễn Thanh Thảo,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/07/2022."
1101977594,CÔNG TY TNHH SX TM & XNK TN,"Chợ Nhựt Chánh, Ấp 2., Xã Nhựt Chánh, Huyện Bến Lức, Long An",24/02/2021,24/02/2021,Đang Hoạt Động,0931383117,Đặng Thanh Nhàn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/01/2023."
0108604744-003,ĐỊA ĐIỂM KINH DOANH TẠI LONG AN- CÔNG TY TNHH TELIO VIỆT NAM,"Đường Nguyễn Hữu Trí, Ấp 1, Xã Tân Bửu, Huyện Bến Lức, Long An",24/02/2021,16/03/2021,Ngừng Hoạt Động,02822490111,Nguyễn Nhật Huy,Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 03/03/2022."
1101977467,CÔNG TY TNHH CƠ GIỚI NGHĨA TÍN PHÁT TIẾN,"Số 79, Ấp 3, Xã An Thạnh, Huyện Bến Lức, Long An",23/02/2021,23/02/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0975899375,Nguyễn Văn Nghĩa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 17/04/2023."
1101977280,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAKÊ'S QUÁN,"Số 91 Đường Mai Thị Non, Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",22/02/2021,22/02/2021,Đang Hoạt Động,02723635060/ 0982886,Nguyễn Ngọc Tâm,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 08/06/2023."
1101977202,CÔNG TY TNHH THIẾT KẾ THƯƠNG MẠI XÂY DỰNG HƯNG AN THỊNH,"Đường Lộ Đốc Tưa, Ấp 3, Xã Nhựt Chánh, Huyện Bến Lức, Long An",18/02/2021,18/02/2021,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0903875217,Trần Tuấn Phong,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/01/2024."
1101977160,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUANG ANH KIM,"29 Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",17/02/2021,17/02/2021,Đang Hoạt Động,0342739127,Nguyễn Trường Vũ,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 14/03/2022."
1101977114,CÔNG TY TNHH SUPER TASTE VIETNAM,"128Def Khu Phố 1, Ấp Chợ, Xã Phước Lợi, Huyện Bến Lức, Long An",09/02/2021,09/02/2021,Ngừng Hoạt Động,0908 777 281,Nguyễn Thị Hải Vân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 31/10/2022."
0316708825,CÔNG TY TNHH BÊ TÔNG IWA,"572-573 Đường Tỉnh Lộ 830 C, Xã Thanh Phú, Huyện Bến Lức, Long An",08/02/2021,08/02/2021,Đang Hoạt Động,0901811199,Phan Thanh Quốc Đạt,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 17/08/2022."
0106247085-002,CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ MATEC VINA TẠI MIỀN NAM,"Nhà Xưởng Tọa Lạc Tại Đường Tỉnh 830, Ấp 5A, Xã Lương Bình, Huyện Bến Lức, Long An",08/02/2021,08/02/2021,Đang Hoạt Động,02462884782,Bùi Thanh Quang,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/02/2021."
0316652153-001,ĐỊA ĐIỂM KINH DOANH - XƯỞNG SẢN XUẤT CÔNG TY CỔ PHẦN ĐÔNG TRÙNG HẠ THẢO SAHA VIỆT NAM,"Số 200 Ấp 5, Xã Thạnh Đức, Huyện Bến Lức, Long An",04/02/2021,16/03/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Nguyễn Thị Lý,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/10/2023."
1101976826,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ CÔNG NGHỆ MÔI TRƯỜNG ÁNH DƯƠNG,"Số 82 Phạm Văn Ngũ, Khu Phố 5, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",03/02/2021,03/02/2021,Đang Hoạt Động,0979085001,Mai Thúy Dương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 18/04/2021."
0311502309-002,CHI NHÁNH 2: CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI SẢN XUẤT THIẾT BỊ CÔNG NGHIỆP PHÚC NGUYÊN HƯNG,"52/3A Ấp 1A, Xã An Thạnh, Huyện Bến Lức, Long An",03/02/2021,03/02/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0908240835,Trần Nguyên Hưng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/05/2024."
1101976671,CÔNG TY CỔ PHẦN KCN TÂN AN THẠNH - LONG AN,"Lô A6-2, A7, A8, A17-1, A18, A19-2, Đường Dọc 2, Khu Công Ng, Xã An Thạnh, Huyện Bến Lức, Long An",02/02/2021,02/02/2021,Đang Hoạt Động,028 3840 3898,Ngô Thu Thúy,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 18/06/2024."
1101976720,CÔNG TY TNHH ĐIỆN TỬ LUCKY HOUSE,"Đường Tỉnh 835C, Ấp 2, Xã Phước Lợi, Huyện Bến Lức, Long An",02/02/2021,02/02/2021,Đang Hoạt Động,0906305889,Nguyễn Thị Hồng Bích,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/02/2021."
0314116774-001,CÔNG TY TNHH MỘT THÀNH VIÊN MÁY MÓC THIẾT BỊ AN DŨNG - CHI NHÁNH LONG AN,"Số Lô E18, Đường Số 5, Khu Dân Cư Long Kim 2, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",02/02/2021,02/02/2021,Đang Hoạt Động,N/A,Nguyễn Bích Trân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/02/2021."
1101977883,TRUNG TÂM NGOẠI NGỮ CÁNH DIỀU,"263A Phan Văn Mảng, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",29/01/2021,01/03/2021,Đang Hoạt Động,0793502468,Nguyễn Thị Tuyết Minh,Các Tổ Chức Kinh Tế Khác,"Cập nhật lần cuối
ngày 26/02/2021."
1101976255,CÔNG TY TNHH THƯƠNG MẠI NGUYÊN TUẤN ĐẠT,"Ấp Voi Lá, Xã Long Hiệp, Huyện Bến Lức, Long An",27/01/2021,27/01/2021,Đang Hoạt Động,0789728184,Trần Chiến Đấu,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/05/2021."
1101976696,VĂN PHÒNG CÔNG CHỨNG NGUYỄN VŨ THÚY DIỄM,"Số 15A, Đường Lê Văn Vịnh, Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",27/01/2021,01/02/2021,Đang Hoạt Động,02723655789,Nguyễn Vũ Thúy Diễm,,"Cập nhật lần cuối
ngày 23/11/2022."
0311729638-001,ĐỊA ĐIỂM KINH DOANH - KHO HÀNG CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI PHÂN PHỐI VĨNH PHÁT - LONG AN,"Số 4 Ql 1A, Ấp Phước Toàn, Xã Long Hiệp, Huyện Bến Lức, Long An",25/01/2021,18/02/2021,Đang Hoạt Động,0908416822,Lưu Chí Vinh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 18/02/2021."
1101975692,CÔNG TY CỔ PHẦN CÂY XANH HẢI HÒA,"Số Nhà 118 Đường H7 Rivera Khu Đô Thị Waterpoint Nam Long, Xã An Thạnh, Huyện Bến Lức, Long An",22/01/2021,22/01/2021,Đang Hoạt Động,093 6898656,Dương Văn Hòa,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 11/01/2024."
1101975780,CÔNG TY TNHH BẾN LỨC MACHINERY,"59 A, Ấp 4, Xã Mỹ Yên, Huyện Bến Lức, Long An",22/01/2021,22/01/2021,Đang Hoạt Động,0917223368,Nguyễn Thị Bích Loan,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 09/03/2022."
1101975815,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TỔNG HỢP HÙNG CƯỜNG,"Ấp 1, Xã Tân Bửu, Huyện Bến Lức, Long An",22/01/2021,22/01/2021,Đang Hoạt Động,0904827434,Nguyễn Bạch Đằng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 17/02/2021."
1101975678,CÔNG TY TNHH NÔNG NGƯ CƠ TÂN THÀNH,"Ấp 5, Xã Mỹ Yên, Huyện Bến Lức, Long An",21/01/2021,21/01/2021,Ngừng Hoạt Động,0906432143,Mai Công Tân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 10/05/2021."
1101975205,CÔNG TY TNHH SẢN XUẤT PULIAN LONG AN,"Thửa Đất Số 766, Tờ Bản Đồ Số 11, Xã Nhựt Chánh, Huyện Bến Lức, Long An",19/01/2021,19/01/2021,Đang Hoạt Động,0909 809 442,Lê Thị Thiên An,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 13/03/2022."
0316333460-001,CHI NHÁNH CÔNG TY TNHH GIA CÔNG GIÀY THỊNH NGHỆ,"Lô D8C-2, Đường Ngang 5, Kcn Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",19/01/2021,19/01/2021,Ngừng Hoạt Động,0333540084,Trần Thị Tuyết Phương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 24/11/2023."
1101974723,CÔNG TY TNHH TONY ONE,"215 Ấp 3, Xã Tân Bửu, Huyện Bến Lức, Long An",14/01/2021,14/01/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0937027973,Nguyễn Trung Chánh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/09/2022."
0312645645-001,CHI NHÁNH CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ DỆT NHUỘM HƯNG PHÁT - XƯỞNG DỆT,"116A Ấp 4, Xã Tân Bửu, Huyện Bến Lức, Long An",13/01/2021,13/01/2021,Đang Hoạt Động,N/A,Nguyễn Mạnh Hải,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 15/09/2022."
1101974392,CÔNG TY TNHH LA STAR COFFEE,"Lô A1, Đường Dọc 2, Kcn Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",12/01/2021,12/01/2021,Đang Hoạt Động,0981790791,Trần Huỳnh Ngọc Lâm Trang,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/03/2021."
1101974191,CÔNG TY TNHH HÓA CHẤT HOÀNG HOÀNG PHÁT,"Số 1787, Quốc Lộ 1A, Ấp Voi Lá, Xã Long Hiệp, Huyện Bến Lức, Long An",11/01/2021,11/01/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0766790668,Giang Hoàng Thông,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/12/2022."
0310189517-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN SG HOÀNG MINH,"Lô D8D-1, Đường Dọc 3 Kcn Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",06/01/2021,18/02/2021,Đang Hoạt Động,0902882886,Đỗ Thị Thúy Hằng,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 18/02/2021."
1101973783,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU PHÚC LAND COFFEE,"Số 02, Đường Số 6, Kdc Nam Long, Ấp 4, Xã An Thạnh, Huyện Bến Lức, Long An",05/01/2021,05/01/2021,Đang Hoạt Động,0908676555,Huỳnh Tấn Phúc,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 03/05/2024."
1101973430,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP HOÀNG TY,"Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",04/01/2021,04/01/2021,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0902 283 966,Trần Anh Dũng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/11/2021."
1101973166,CÔNG TY TNHH NHỰA PHƯƠNG HOÀI ANH,"18 Ấp 1, Xã Phước Lợi, Huyện Bến Lức, Long An",28/12/2020,28/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Trương Hoài Anh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/05/2021."
1101978647,TRUNG TÂM NGOẠI NGỮ CẦU VỒNG,"40 Đường Số 7, Khu Dân Cư Mai Thị Non, Khu Phố 2, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",28/12/2020,01/03/2021,Ngừng Hoạt Động,0932434297,Võ Thị Mộng Điệp,Các Tổ Chức Kinh Tế Khác,"Cập nhật lần cuối
ngày 19/12/2022."
0316509347-001,CHI NHÁNH LONG AN - CÔNG TY TNHH TLDSE,"Đường 830D, Ấp 4, Xã Mỹ Yên, Huyện Bến Lức, Long An",25/12/2020,25/12/2020,Đang Hoạt Động,N/A,Phạm Hồng Tươi,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 18/06/2023."
